ftst_tckr_no,topc_id,kor_item_name,item_eng_dtl_name,bzns_otln_dtl_text,myd_excg_no,oppr_tot_amt,item_keyword,item_category,item_brand,customer,supplier,competitor
332620-KR,EF0000000174,ARIRANG 미국장기우량회사채,Hanwha ARIRANG US Long-term Credit Bond ETF,만기 15년이상의 미국 장기 우량회사채에 투자하는 ETF,KRX,23.4,"['한화 ARIRANG 미국장기우량회사채증권상장지수투자신탁(채권)', '한화', 'ETF', '상장지수', 'ARIRANG 미국장기우량회사채', '332620']","[{'category_topc_id': 'EC0000000007', 'category': '해외선진국채권', 'wght_val': 25}]","[{'brand_topc_id':'-', 'brand':'-', 'wght_val':0}]","[{'topc_id':'-', 'kor_item_name':'-', 'wght_val':0}]","[{'topc_id':'-', 'kor_item_name':'-', 'wght_val':0}]","[{'topc_id':'-', 'kor_item_name':'-', 'wght_val':0}]"
244580-KR,EF0000000175,KODEX 바이오,Samsung KODEX BIO ETF,바이오와 관계된 사업을 하고 있는 종목에 투자하는 ETF,KRX,30.67,"['삼성 KODEX 바이오증권상장지수투자신탁(주식)', '삼성', 'ETF', '상장지수', 'KODEX 바이오', '244580']","[{'category_topc_id': 'EC0000000002', 'category': '국내주식:테마', 'wght_val': 23}]","[{'brand_topc_id':'-', 'brand':'-', 'wght_val':0}]","[{'topc_id':'-', 'kor_item_name':'-', 'wght_val':0}]","[{'topc_id':'-', 'kor_item_name':'-', 'wght_val':0}]","[{'topc_id':'-', 'kor_item_name':'-', 'wght_val':0}]"
319640-KR,EF0000000176,TIGER 골드선물(H),MIRAE ASSET TIGER GOLD FUTURES ETF(H),미국상품거래소(COMEX)에 상장된 금선물 가격의 움직임을 추종하는 ETF,KRX,25.08,"['미래에셋 TIGER 골드선물특별자산상장지수투자신탁(금-파생', '미래에셋', 'ETF', '상장지수', 'TIGER 골드선물(H)', '319640']","[{'category_topc_id': 'EC0000000008', 'category': '원자재', 'wght_val': 23}]","[{'brand_topc_id':'-', 'brand':'-', 'wght_val':0}]","[{'topc_id':'-', 'kor_item_name':'-', 'wght_val':0}]","[{'topc_id':'-', 'kor_item_name':'-', 'wght_val':0}]","[{'topc_id':'-', 'kor_item_name':'-', 'wght_val':0}]"
213630-KR,EF0000000177,ARIRANG 미국다우존스고배당주(합성 H),Hanwha ARIRANG SYNTH-DJ US Select Dividend ETF(H),미국 상장 기업 중 배당 수익률이 높은 상위 100 종목으로 구성된 ETF,KRX,22.95,"['한화ARIRANG DOW JONES US SELECT DIVIDEND 증권상장지수투자신탁(주식', '한화', 'ETF', '상장지수', 'ARIRANG 미국다우존스고배당주(합성 H)', '213630']","[{'category_topc_id': 'EC0000000004', 'category': '해외주식:테마', 'wght_val': 22}]","[{'brand_topc_id':'-', 'brand':'-', 'wght_val':0}]","[{'topc_id':'-', 'kor_item_name':'-', 'wght_val':0}]","[{'topc_id':'-', 'kor_item_name':'-', 'wght_val':0}]","[{'topc_id':'-', 'kor_item_name':'-', 'wght_val':0}]"
292050-KR,EF0000000178,KBSTAR KRX300,KB KBSTAR KRX300 ETF,"코스피, 코스닥 종목 전체를 대상으로 섹터 별 대표우량기업 300 종목을 선별하여 투자하는 ETF",KRX,10.01,"['KB KBSTAR KRX300증권상장지수투자신탁(주식)', 'ETF', '상장지수', 'KB', 'KBSTAR KRX300', '292050']","[{'category_topc_id': 'EC0000000001', 'category': '국내주식:시장', 'wght_val': 20}]","[{'brand_topc_id':'-', 'brand':'-', 'wght_val':0}]","[{'topc_id':'-', 'kor_item_name':'-', 'wght_val':0}]","[{'topc_id':'-', 'kor_item_name':'-', 'wght_val':0}]","[{'topc_id':'-', 'kor_item_name':'-', 'wght_val':0}]"
367740-KR,EF0000000179,HANARO Fn5G산업,NH-Amundi HANARO 5G Industry ETF Units,K-뉴딜 사업의 최대 수혜 산업인 5G에 투자하는 ETF,KRX,12.22,"['NH-AMUNDI HANARO FN5G산업증권상장지수투자신탁(주식)', 'HANARO Fn5G산업', 'ETF', '상장지수', 'NH-Amundi', 'HANARO FN5G산업', '367740']","[{'category_topc_id': 'EC0000000002', 'category': '국내주식:테마', 'wght_val': 23}]","[{'brand_topc_id':'-', 'brand':'-', 'wght_val':0}]","[{'topc_id':'-', 'kor_item_name':'-', 'wght_val':0}]","[{'topc_id':'-', 'kor_item_name':'-', 'wght_val':0}]","[{'topc_id':'-', 'kor_item_name':'-', 'wght_val':0}]"
139250-KR,EF0000000125,TIGER 200 에너지화학,Mirae Asset Tiger Energy & Chemicals ETF,코스피 200 구성종목 중 에너지화학 섹터에 투자하는 ETF,KRX,13.71,"['미래에셋맵스 TIGER 200 에너지화학 증권상장지수투자신탁(주', '미래에셋맵스', 'ETF', '상장지수', 'TIGER 200 에너지화학', '139250']","[{'category_topc_id': 'EC0000000002', 'category': '국내주식:테마', 'wght_val': 25}]","[{'brand_topc_id':'-', 'brand':'-', 'wght_val':0}]","[{'topc_id':'-', 'kor_item_name':'-', 'wght_val':0}]","[{'topc_id':'-', 'kor_item_name':'-', 'wght_val':0}]","[{'topc_id':'-', 'kor_item_name':'-', 'wght_val':0}]"
304940-KR,EF0000000129,KODEX 미국나스닥100선물(H),Samsung KODEX US Nasdaq100 Futures ETF(H),미국 나스닥 시장에 상장된 기업 중 거래량과 시가총액을 기준으로 한 100개 우량종목에 투자하는 ETF,KRX,79.77,"['삼성 KODEX 미국나스닥100선물증권상장지수투자신탁(주식-파', '삼성', 'ETF', '상장지수', 'KODEX 미국나스닥100선물(H)', '304940']","[{'category_topc_id': 'EC0000000003', 'category': '해외주식:시장', 'wght_val': 65}]","[{'brand_topc_id':'-', 'brand':'-', 'wght_val':0}]","[{'topc_id':'-', 'kor_item_name':'-', 'wght_val':0}]","[{'topc_id':'-', 'kor_item_name':'-', 'wght_val':0}]","[{'topc_id':'-', 'kor_item_name':'-', 'wght_val':0}]"
114460-KR,EF0000000130,KINDEX 국고채3년,Korea KINDEX TB ETF,가장 활발하게 거래되는 국고채권에 분산투자하는 ETF,KRX,61.19,"['한국투자 KINDEX 국고채증권상장지수투자신탁(채권)', '한국투자', 'ETF', '상장지수', 'KINDEX 국고채3년', '114460']","[{'category_topc_id': 'EC0000000005', 'category': '국내국공채', 'wght_val': 37}]","[{'brand_topc_id':'-', 'brand':'-', 'wght_val':0}]","[{'topc_id':'-', 'kor_item_name':'-', 'wght_val':0}]","[{'topc_id':'-', 'kor_item_name':'-', 'wght_val':0}]","[{'topc_id':'-', 'kor_item_name':'-', 'wght_val':0}]"
379800-KR,EF0000000131,KODEX 미국S&P500TR,SAMSUNG KODEX SP500 Total Return ETF,미국에 상장된 500개 글로벌 대표기업 관련 상품에 투자하는 ETF,KRX,191.26,"['삼성 KODEX 미국S&P500 TOTAL RETURN증권상장지수투자신탁[주식형]', 'ETF', '상장지수', '삼성', 'KODEX 미국S&P500TR', '379800']","[{'category_topc_id': 'EC0000000003', 'category': '해외주식:시장', 'wght_val': 44}]","[{'brand_topc_id':'-', 'brand':'-', 'wght_val':0}]","[{'topc_id':'-', 'kor_item_name':'-', 'wght_val':0}]","[{'topc_id':'-', 'kor_item_name':'-', 'wght_val':0}]","[{'topc_id':'-', 'kor_item_name':'-', 'wght_val':0}]"
379810-KR,EF0000000132,KODEX 미국나스닥100TR,SAMSUNG KODEX US NASDAQ100 Total Return ETF,미국 나스닥 시장에 상장된 기업 중 거래량과 시가총액을 기준으로 한 100개 우량종목에 투자하는 ETF,KRX,212.81,"['삼성 KODEX 미국나스닥100 TOTAL RETURN증권상장지수투자신탁[주', 'ETF', '상장지수', '삼성', 'KODEX 미국나스닥100TR', '379810']","[{'category_topc_id': 'EC0000000003', 'category': '해외주식:시장', 'wght_val': 37}]","[{'brand_topc_id':'-', 'brand':'-', 'wght_val':0}]","[{'topc_id':'-', 'kor_item_name':'-', 'wght_val':0}]","[{'topc_id':'-', 'kor_item_name':'-', 'wght_val':0}]","[{'topc_id':'-', 'kor_item_name':'-', 'wght_val':0}]"
139270-KR,EF0000000133,TIGER 200 금융,Mirae Asset Tiger Financials ETF,코스피 200 구성종목 중 금융 섹터에 투자하는 ETF,KRX,22.29,"['미래에셋 TIGER 200 금융 증권상장지수투자신탁(주식)', '미래에셋', 'ETF', '상장지수', 'TIGER 200 금융', '139270']","[{'category_topc_id': 'EC0000000002', 'category': '국내주식:테마', 'wght_val': 38}]","[{'brand_topc_id':'-', 'brand':'-', 'wght_val':0}]","[{'topc_id':'-', 'kor_item_name':'-', 'wght_val':0}]","[{'topc_id':'-', 'kor_item_name':'-', 'wght_val':0}]","[{'topc_id':'-', 'kor_item_name':'-', 'wght_val':0}]"
137610-KR,EF0000000134,TIGER 농산물선물Enhanced(H),Mirae Asset Tiger Agri Futures ETF,생산량 및 거래량을 기준으로 국제 농산물 선물에 투자하는 ETF,KRX,24.12,"['미래에셋맵스 TIGER 농산물선물 특별자산상장지수투자신탁 (', '미래에셋맵스', 'TIGER 농산물선물Enhanced(H)', 'ETF', '상장지수', 'TIGER 농산물선물ENHANCED(H)', '137610']","[{'category_topc_id': 'EC0000000008', 'category': '원자재', 'wght_val': 33}]","[{'brand_topc_id':'-', 'brand':'-', 'wght_val':0}]","[{'topc_id':'-', 'kor_item_name':'-', 'wght_val':0}]","[{'topc_id':'-', 'kor_item_name':'-', 'wght_val':0}]","[{'topc_id':'-', 'kor_item_name':'-', 'wght_val':0}]"
359210-KR,EF0000000135,KODEX 코스피TR,SAMSUNG KODEX KOSPI TotalReturn ETF,"코스피 지수에 투자하면서, 발생하는 배당 수익의 재투자로 복리효과를 기대할 수 있는 ETF",KRX,27.69,"['삼성 KODEX 코스피TOTALRETURN증권상장지수투자신탁[주식]', 'ETF', '상장지수', '삼성', 'KODEX 코스피TR', '359210']","[{'category_topc_id': 'EC0000000001', 'category': '국내주식:시장', 'wght_val': 35}]","[{'brand_topc_id':'-', 'brand':'-', 'wght_val':0}]","[{'topc_id':'-', 'kor_item_name':'-', 'wght_val':0}]","[{'topc_id':'-', 'kor_item_name':'-', 'wght_val':0}]","[{'topc_id':'-', 'kor_item_name':'-', 'wght_val':0}]"
329650-KR,EF0000000136,KODEX TRF3070,SAMSUNG KODEX TRF3070 ETF Units,글로벌 선진국 주식 : 국내채권 = 3 : 7 비중으로 투자하는 ETF,KRX,94.46,"['삼성 KODEX TRF3070증권상장지수투자신탁[채권혼합]', '삼성', 'ETF', '상장지수', 'KODEX TRF3070', '329650']","[{'category_topc_id': 'EC0000000012', 'category': '기타', 'wght_val': 39}]","[{'brand_topc_id':'-', 'brand':'-', 'wght_val':0}]","[{'topc_id':'-', 'kor_item_name':'-', 'wght_val':0}]","[{'topc_id':'-', 'kor_item_name':'-', 'wght_val':0}]","[{'topc_id':'-', 'kor_item_name':'-', 'wght_val':0}]"
228810-KR,EF0000000137,TIGER 미디어컨텐츠,MIRAE ASSET TIGER MEDIA CONTENTS ETF,미디어컨텐츠 관련 사업을 영위하거나 투자를 하고 있는 종목들에 투자하는 ETF,KRX,99.38,"['미래에셋 TIGER 미디어컨텐츠 증권상장지수투자신탁(주식)', '미래에셋', 'ETF', '상장지수', 'TIGER 미디어컨텐츠', '228810']","[{'category_topc_id': 'EC0000000002', 'category': '국내주식:테마', 'wght_val': 31}]","[{'brand_topc_id':'-', 'brand':'-', 'wght_val':0}]","[{'topc_id':'-', 'kor_item_name':'-', 'wght_val':0}]","[{'topc_id':'-', 'kor_item_name':'-', 'wght_val':0}]","[{'topc_id':'-', 'kor_item_name':'-', 'wght_val':0}]"
139230-KR,EF0000000138,TIGER 200 중공업,Mirae Asset Tiger Shipbuilding & Transportation ETF,코스피 200 구성종목 중 중공업 섹터에 투자하는 ETF,KRX,50.08,"['미래에셋 TIGER 200 중공업증권상장지수투자신탁(주식)', '미래에셋', 'ETF', '상장지수', 'TIGER 200 중공업', '139230']","[{'category_topc_id': 'EC0000000002', 'category': '국내주식:테마', 'wght_val': 49}]","[{'brand_topc_id':'-', 'brand':'-', 'wght_val':0}]","[{'topc_id':'-', 'kor_item_name':'-', 'wght_val':0}]","[{'topc_id':'-', 'kor_item_name':'-', 'wght_val':0}]","[{'topc_id':'-', 'kor_item_name':'-', 'wght_val':0}]"
364990-KR,EF0000000139,TIGER KRX게임K-뉴딜,Mirae Asset KRX Tiger Game K-New Deal ETF,한국 게임 산업을 대표하는 10개 기업에 투자하는 ETF,KRX,24.17,"['미래에셋 TIGER KRX게임K-뉴딜증권상장지수투자신탁(주식)', 'ETF', '상장지수', '미래에셋', 'TIGER KRX게임K-뉴딜', '364990']","[{'category_topc_id': 'EC0000000002', 'category': '국내주식:테마', 'wght_val': 32}]","[{'brand_topc_id':'-', 'brand':'-', 'wght_val':0}]","[{'topc_id':'-', 'kor_item_name':'-', 'wght_val':0}]","[{'topc_id':'-', 'kor_item_name':'-', 'wght_val':0}]","[{'topc_id':'-', 'kor_item_name':'-', 'wght_val':0}]"
337160-KR,EF0000000140,KODEX 200ESG,SAMSUNG KODEX 200ESG ETF Units,코스피 200 지수를 유니버스로 하며 ESG(환경/사회/지배구조) 면에서 좋은 평가를 받은 종목에 투자하는 ETF,KRX,40.08,"['삼성KODEX 200ESG증권상장지수투자신탁[주식]', '삼성', 'ETF', '상장지수', 'KODEX 200ESG', '337160']","[{'category_topc_id': 'EC0000000002', 'category': '국내주식:테마', 'wght_val': 19}]","[{'brand_topc_id':'-', 'brand':'-', 'wght_val':0}]","[{'topc_id':'-', 'kor_item_name':'-', 'wght_val':0}]","[{'topc_id':'-', 'kor_item_name':'-', 'wght_val':0}]","[{'topc_id':'-', 'kor_item_name':'-', 'wght_val':0}]"
304770-KR,EF0000000141,HANARO 코스닥150,NH-Amundi HANARO KOSDAQ150 ETF,"국내 코스닥 시장 중 시가총액, 유동성, 업종분포 등을 고려하여 선정한 150 종목으로 구성된 ETF",KRX,30.63,"['NH-AMUNDI HANARO 코스닥150증권상장지수투자신탁(주식)', 'ETF', '상장지수', 'NH-Amundi', 'HANARO 코스닥150', '304770']","[{'category_topc_id': 'EC0000000001', 'category': '국내주식:시장', 'wght_val': 32}]","[{'brand_topc_id':'-', 'brand':'-', 'wght_val':0}]","[{'topc_id':'-', 'kor_item_name':'-', 'wght_val':0}]","[{'topc_id':'-', 'kor_item_name':'-', 'wght_val':0}]","[{'topc_id':'-', 'kor_item_name':'-', 'wght_val':0}]"
341850-KR,EF0000000144,TIGER 리츠부동산인프라채권TR KIS,MIRAE ASSET TIGER REITS REAL ESTATE INFRA BOND TR KIS ETF,"국내 인프라, 리츠 자산과 국채에 투자하는 ETF",KRX,41.51,"['미래에셋 TIGER 리츠부동산인프라채권TOTALRETURN KIS상장지수', '미래에셋', 'ETF', '상장지수', 'TIGER 리츠부동산인프라채권TR KIS', '341850']","[{'category_topc_id': 'EC0000000010', 'category': '국내혼합', 'wght_val': 30}]","[{'brand_topc_id':'-', 'brand':'-', 'wght_val':0}]","[{'topc_id':'-', 'kor_item_name':'-', 'wght_val':0}]","[{'topc_id':'-', 'kor_item_name':'-', 'wght_val':0}]","[{'topc_id':'-', 'kor_item_name':'-', 'wght_val':0}]"
169950-KR,EF0000000145,KODEX 차이나A50,Samsung KODEX FTSE China A50 ETF,"FTSE China A50 지수를 추종, 중국본토(상해,심천) 상장 종목에 투자하는 ETF",KRX,27.06,"['삼성 KODEX 중국본토 FTSE CHINA A50 증권상장지수자투자신탁(주', 'KODEX 차이나A50', 'ETF', '상장지수', '삼성', 'KODEX 중국본토 A50', '169950']","[{'category_topc_id': 'EC0000000003', 'category': '해외주식:시장', 'wght_val': 35}]","[{'brand_topc_id':'-', 'brand':'-', 'wght_val':0}]","[{'topc_id':'-', 'kor_item_name':'-', 'wght_val':0}]","[{'topc_id':'-', 'kor_item_name':'-', 'wght_val':0}]","[{'topc_id':'-', 'kor_item_name':'-', 'wght_val':0}]"
292160-KR,EF0000000146,TIGER KRX300,MIRAE ASSET TIGER KRX300 ETF,"시가총액, 유동성 기준을 충족하는 코스피, 코스닥 300 종목으로 구성하는 ETF",KRX,19.83,"['미래에셋 TIGER KRX300증권상장지수투자신탁(주식)', 'ETF', '상장지수', '미래에셋', 'TIGER KRX300', '292160']","[{'category_topc_id': 'EC0000000001', 'category': '국내주식:시장', 'wght_val': 30}]","[{'brand_topc_id':'-', 'brand':'-', 'wght_val':0}]","[{'topc_id':'-', 'kor_item_name':'-', 'wght_val':0}]","[{'topc_id':'-', 'kor_item_name':'-', 'wght_val':0}]","[{'topc_id':'-', 'kor_item_name':'-', 'wght_val':0}]"
356540-KR,EF0000000142,KINDEX 종합채권(AA-이상)KIS액티브,KIM KINDEX KIS Active Bond Composite ETF,한국 전체 채권시장을 대표하는 종합채권 지수를 비교지수로 하여 초과성과를 추구하는 액티브 ETF,KRX,32.67,"['한국투자 KINDEX KIS종합채권(AA-이상)액티브증권상장지수투자', 'ETF', '상장지수', '한국투자', 'KINDEX 종합채권(AA-이상)KIS액티브', '356540']","[{'category_topc_id': 'EC0000000005', 'category': '국내국공채', 'wght_val': 34}]","[{'brand_topc_id':'-', 'brand':'-', 'wght_val':0}]","[{'topc_id':'-', 'kor_item_name':'-', 'wght_val':0}]","[{'topc_id':'-', 'kor_item_name':'-', 'wght_val':0}]","[{'topc_id':'-', 'kor_item_name':'-', 'wght_val':0}]"
289040-KR,EF0000000143,KODEX MSCI KOREA ESG유니버설,Samsung KODEX MSCI Korea ESG Universal ETF,ESG(환경/사회/지배구조) 면에서 긍정적 평가를 받은 국내 대형주에 투자하는 ETF,KRX,14.76,"['삼성 KODEX MSCI ESG유니버설증권상장지수투자신탁(주식형)', '삼성', 'ETF', '상장지수', 'KODEX MSCI KOREA ESG유니버설', '289040']","[{'category_topc_id': 'EC0000000002', 'category': '국내주식:테마', 'wght_val': 30}]","[{'brand_topc_id':'-', 'brand':'-', 'wght_val':0}]","[{'topc_id':'-', 'kor_item_name':'-', 'wght_val':0}]","[{'topc_id':'-', 'kor_item_name':'-', 'wght_val':0}]","[{'topc_id':'-', 'kor_item_name':'-', 'wght_val':0}]"
114470-KR,EF0000000147,KOSEF 국고채3년,Kiwoom KOSEF KTB ETF(Fixed Income),3년 만기 국고채 수익률을 따라 투자하는 ETF,KRX,28.03,"['키움 KOSEF 국고채3년 상장지수증권투자신탁', 'ETF', '상장지수', '키움', 'KOSEF 국고채3년', '114470']","[{'category_topc_id': 'EC0000000005', 'category': '국내국공채', 'wght_val': 30}]","[{'brand_topc_id':'-', 'brand':'-', 'wght_val':0}]","[{'topc_id':'-', 'kor_item_name':'-', 'wght_val':0}]","[{'topc_id':'-', 'kor_item_name':'-', 'wght_val':0}]","[{'topc_id':'-', 'kor_item_name':'-', 'wght_val':0}]"
279530-KR,EF0000000148,KODEX 고배당,Samsung KODEX High Dividend ETF,"코스피 지수 구성 종목 중 배당수익률이 높고, 변동성은 낮은 종목에 투자하는 ETF",KRX,29.46,"['삼성 KODEX 고배당증권상장지수투자신탁(주식)', 'ETF', '상장지수', '삼성', 'KODEX 고배당', '279530']","[{'category_topc_id': 'EC0000000002', 'category': '국내주식:테마', 'wght_val': 32}]","[{'brand_topc_id':'-', 'brand':'-', 'wght_val':0}]","[{'topc_id':'-', 'kor_item_name':'-', 'wght_val':0}]","[{'topc_id':'-', 'kor_item_name':'-', 'wght_val':0}]","[{'topc_id':'-', 'kor_item_name':'-', 'wght_val':0}]"
227830-KR,EF0000000149,ARIRANG 코스피,Hanwha ARIRANG KOSPI ETF,선진국으로 도약하는 한국 경제에 동참할 수 있는 ETF,KRX,7.68,"['한화 ARIRANG KOSPI 증권상장지수투자신탁(주식)', 'ETF', '상장지수', '한화', 'ARIRANG 코스피', '227830']","[{'category_topc_id': 'EC0000000001', 'category': '국내주식:시장', 'wght_val': 36}]","[{'brand_topc_id':'-', 'brand':'-', 'wght_val':0}]","[{'topc_id':'-', 'kor_item_name':'-', 'wght_val':0}]","[{'topc_id':'-', 'kor_item_name':'-', 'wght_val':0}]","[{'topc_id':'-', 'kor_item_name':'-', 'wght_val':0}]"
269540-KR,EF0000000150,ARIRANG 미국S&P500(H),Hanwha ARIRANG S&P500 ETF(H),미국 전체 주식시장의 70%이상을 커버하는 미국의 대표기업 500 종목에 투자하는 ETF,KRX,35.33,"['한화 ARIRANG S&P500 증권상장지수투자신탁(주식-파생형)(H)', '한화', 'ETF', '상장지수', 'ARIRANG 미국S&P500(H)', '269540']","[{'category_topc_id': 'EC0000000003', 'category': '해외주식:시장', 'wght_val': 29}]","[{'brand_topc_id':'-', 'brand':'-', 'wght_val':0}]","[{'topc_id':'-', 'kor_item_name':'-', 'wght_val':0}]","[{'topc_id':'-', 'kor_item_name':'-', 'wght_val':0}]","[{'topc_id':'-', 'kor_item_name':'-', 'wght_val':0}]"
099140-KR,EF0000000151,KODEX 차이나H,Samsung KODEX China H ETF,"홍콩거래소에 상장된 중국 기업(H주, P-chip, Red-chip)에 분산투자하는 ETF",KRX,45.75,"['삼성KODEX CHINA H증권상장지수투자신탁(주식)', 'KODEX 차이나H', 'ETF', '상장지수', '삼성', 'KODEX CHINA H', '099140']","[{'category_topc_id': 'EC0000000003', 'category': '해외주식:시장', 'wght_val': 31}]","[{'brand_topc_id':'-', 'brand':'-', 'wght_val':0}]","[{'topc_id':'-', 'kor_item_name':'-', 'wght_val':0}]","[{'topc_id':'-', 'kor_item_name':'-', 'wght_val':0}]","[{'topc_id':'-', 'kor_item_name':'-', 'wght_val':0}]"
363570-KR,EF0000000152,KODEX 장기종합채권(AA-이상)액티브KAP,SAMSUNG KODEX Active KAP Long Term Korea Total Bond Market(AA-) ETF Units,한국 장기물 채권시장을 대표하는 액티브 종합채권 ETF,KRX,48.78,"['삼성 KODEX 장기종합채권(AA-이상)액티브KAP증권상장지수투자', 'ETF', '상장지수', '삼성', 'KODEX 장기종합채권(AA-이상)액티브KAP', '363570']","[{'category_topc_id': 'EC0000000005', 'category': '국내국공채', 'wght_val': 28}]","[{'brand_topc_id':'-', 'brand':'-', 'wght_val':0}]","[{'topc_id':'-', 'kor_item_name':'-', 'wght_val':0}]","[{'topc_id':'-', 'kor_item_name':'-', 'wght_val':0}]","[{'topc_id':'-', 'kor_item_name':'-', 'wght_val':0}]"
